94920.3,427952
174554.25,564659.89
166526.37,560168.72
94669,427310
112088.25,481642.91
163928.99,558372.19
240463,479112
117853,484290
117859,483730
120433,485563
116728,483841
116682,483722
120509,485654
44227,373381
120506,485643
119832,485571
128339,400464
129783,399564
41042.43,370297.54
128087,400620
112245.49,481759.46
207491.82,582385.81
133256,481906
120453,486144
179361.366,320730.582
97640,411970
130378,475300
128272.595,426850.896
130315,475232
165304.797,571224.571
130392,475032
41197.64,370244.62
171000.026,570846.114
172179.428,569027.682
258642.69,577033.32
244040,464690
135080,481501
139232,461325
119991,485639
122766,482791
134309,453568
131019,411415
100800,437362
79381,454586
104878.813,481435.651
117640,409640
156593,467641
104485,469504
105663,423524
93704,434546
41568.87,370121.92
230650,557512
123713,485789
240376,479502
130649,474249
122405,485558
124051,484606
121294,487147
96111,441130
109744.29,493874
124097,486427
26572.01,374796.47
121200,486000
109944.35,493876
101269.955,429014
120748,487113
122487,486172
120677,485774
127867,482218
123990,486525
133406.813,453372
230792,557484
112148,515606
119475,485087
45589,373820
131177,441891
42043.31,369945.69
91969,431221.549
119808,486090
131274,410373
91741,431379.836
91440,430818.686
90735.59,442499.4
117806.296,427807.719
123351,428061.502
132482,497499
132509,497532
192002,324971
123926,443096
130932,473865
92528,431164
120693,469346
188264,331950
136429,420625
131569,473357
131488,473331
42217.08,369853.73
95075,400499
176814,362139
95857,427581
81414,447663
240146,480483
133003,447936
134317,465318
205568,585804.21
98437.2,463905.4
79618,453848
68431,439346.838
26677.59,374809.11
67764,439640.864
231129,533940
118943.37,420568.33
67388.2,439905.8
76202,436411.74
76826,436177.62
77692,435625.81
98458.9,463931.8
133570,482580
113357,490203.106
111544,544370
81461,450127
42715.1,369548.27
121200,454965
100441.591,430070
85977,453360
100768.816,429745
120261,485658
100862.314,429593
101040.683,429281
77674,390276
111514,544358
169958,466181
121464,485148
84132.3,447448.1
112188,453467
44259.121,380079.548
82905,432175
121211,426422
111678.8,494035.43
94986.918,427885.929
95041.588,427934.714
42889.66,369506.19
130829,474751
137125,448410
137058,448388
136900,448188
136787,448076
122131,426998
240323,479490
104205,471888.974
122230,427224
120162,491801
162848,563976
111651.275,486556.339
93590,451290
80906.604,447898.99
101203,414534
80676,447928
65979,438961.363
133216.31,464763.32
42865.52,369464.7
80111.24,447581.616
44181.949,380062.457
124393,487083
124285,488051
103870,471161.99
223650,598100
132415.73,464480.65
90541,462833
90825,462732
188289,346163
90666,462823
85241,444099
67148.6,440056.7
111636,393245
80481,448499
101116.056,429152
149049,564604
101084,496975
130793,474809
202925,580854
66394,438230.39
183871,580558
66672,438295.082
260439.607,530082.616
66901.1,439940.1
101059.411,429395
260511.842,529863.644
38973,388055
101123.038,429269
260182.54,530063.235
100999.681,429512
100911.961,429664
260376.157,529858.154
175361.312,319286.106
121464,473832
175696.83,318810.243
175379.962,319195.559
121759.6,483468.8
101119.727,429303
145070.1,484435.2
184780,426187
121004,473950
184738,426336
79021.3,437232.5
101246.6,464710.2
184665,426422
184740,426409
206931.4,517483.6
134126,444576
66916.5,439944.2
118622,490846
136132.2,448556.87
118701,490802
94010,466359
188650,505357.87
118586,490698
156600,383128
105778,427068
143328,452418
136064.98,448638.04
143301,452384
73010,434218
66925.6,439945.2
88393.04,440993.85
263706,481032
41291,385363
41541,385108
73098,448160
100930,456707
103205,470254.004
136092.23,448459.98
106684,428895
85685,456226
100403.925,430503
263735,480994
66831.6,439961.9
124130,486704
128241.87,464482.64
120167,483549
129967,483417
121474,473747
123482,485843
185962,339723
105919,428918
106108,428763
106870,428970
123537,539363
127064,481190
210204,376919
99797.023,431119
107488,428630
66841.1,439966.4
99882.024,431038
107606,428573
81016,447828
107670,428535
81401,445831
108372,428213
245249,474663
114953.39,527323.99
204253,568980
204268,569040
123521,484431
108555,428149
103640,498913
216220,464597
117068,490830
103155,470257.94
215823,464578
117069,490846
136045.55,448319.42
66882.9,439913.1
114984.5,528048.3
94800,462300
124612,484564
123882,484609
123913,484391
199714,325595
106106,496206
118119,439533
124231,483141
139136.967,484891.976
123651,483401
66889.7,439912.3
139094.308,484898.91
123503,483028
146618,420037
115330.93,528953.42
85787,455943
123934,483166
198108,393238
177399,320628
118154,490041
121578.1,439146
122238.8,439290
126667,483263
182744,329956
73770,447933
180544,569197
136946.4,447750.41
105746,424604
118001,489967
99556.542,431347
67314,440273
99493.199,431408
117799,489742
90389,463166
123464.79,502218.07
106095,458395
123717,424313
123775,424425
157920,389385
101683,433595
106009,496231
107541,428534
87087.8,453823.1
123949,425020
102638,422240
66939.5,439940.6
102361,422182
123677,424093
142593,517280
115188.08,528462.02
235027,580514
215722,464512
127201,486700
140000,449489
68353,426904
68316,426885
66933.1,439933.7
147922,418636
75240,451065
241851,484858
241748,485038
146183,420756
119496,468884
122733,489710
114738,490245
98190,411261
146216,420545
158161.1,465705.6
146068,421585
148498,417784
117998,469470
114788,490325
146126,421258
129164,484404
146944,418476
122987,428174
119145,486205
67303.6,440331.3
116551.94,528667.3
129299,484286
129305,484237
31463,371399
117399,491112
99943,444523
98487,434770
126040,487980
120836,483715
118833,483509
140752,455193
166344,435907
118703,483550
183387,329683
82148,450656
133216,396686
125064.665,428946
81999,408893
124919.853,428944
125918,487122
125958,487152
67328.3,440322.2
125943,487150
95993,435851
67347.6,440317.2
257700,479589
107560,426382
255802,478796
149198,407343
117972.79,528151.4
125889,487190
118210,487688
122244,481462
99922,411261
99985,411137
99990,411112
99995,410995
94412.279,429931.73
133580,482584
105727,427048
135853,481062
67275.1,440338.6
146121,421504
129710.13,442144.35
120855.1,574871
118245.12,527626.38
147807,418958
107340.6,479529.2
135604,481215
135697,481424
135763,481491
135623,481354
135847,481538
128195,481704
146325,420409
115258,395128
187175,437017.2
187672.96,504826.93
157079,379454
187637.99,504752.13
163280,581111
163408,564119
177360,362446
177583,377415
80086,449573
93516,469425
87116.483,454491
87895.139,455182
62214,364891
80561,448491
111730,469703
92376,445452
82118,450578
259731,593545
134623,443234
104857,430374
132042.41,443121.28
259672,593526
122118,487183
106487,426226
137660,444282.3
123951,487474
259719,593510
116911.59,525625.93
124023,487159
125055,487553
117716,485944
120285,492935
120110,493114
156775,390816
124242,487910
125014,487555
124931,487805
155219,392362
67382,440276.9
182934,570823
125360,487523
118662.6,413689.4
105878,426912
116087,499782.2
108922,477581.416
110697,477313.64
189892,553858
124450,487635
124546,487443
110920,477560.09
117741.84,439461.96
81330,452805
116017.7,500089.8
99727,425965.014
109956.5,435342.3
107912,509550
99472,411583
99801,425487.543
93634,432226
117217.7,439459.8
117716,485972
257114,479565
257566,479614
99749,423043.12
110098,504691
105743,427335
123606,487666
116336.49,498629.57
160394,464504
114054,394603
120196,487301
114999,394960
105800,427080
126867,467296
125682,487575
124285,487493
85705,437690
80566,448473
99835,424047.99
146224,425780
102521,424645
259750,593486
100957,424840
124704,487346
123355,487851
124020,486646
259766,593455
67374.6,440257.1
259589,593515
122883,487931
102974,416281
107212,426528
116115.72,498968.15
99787,421748.038
99816,421606.034
120854,483117
129451,483527
81180,447334
100615,419746.051
101019,419128.954
102100,417595.97
81329,447696
67369.4,440238.3
81250,447494
136363,448236
136499,448504
80994,447099
113653,505418
90435,462698
90381,462680
189840,553818
254250,602870
100041,426023.407
102196,417407.007
67367,440312.3
114484.9,437462.9
112150.771,481648.926
94854.55,427694.08
81479.556,445840.277
113851.17,437324.09
111197.68,426288.54
210446,523193
210535,524350
108137.1,434727.5
114714,507455
210294,525884
129085,484431
127386.39,476673.3
119573,494139
249256,576630
85053.74,435771.918
111866,491677.67
250066,576611
116630,469786
250056,576595
111894.55,491818.82
67388.4,440295.3
122842,385512
129624,483799
129600,483694
114326,503726
77614.3,450317.9
104368.3,425549.4
111846.97,491583.58
110480,426307
94329.393,429983.994
92769,464640
141367,486454
100149,410416
99901,411449
104331,483724
182845,385130
174678,361567
141363,486446
156925,380621
123051,490593
156795,382589
171690,390880
67280.1,440355.2
123113,490704
105823,427451
103598,398917
168028,381417
47069,372014
122612,490388
180807,586482
157037,383414
97862,434316
47067,371630
121981,491360
100068,430721
129913.06,441987.93
100794,429692
99611,431341
67304.6,440350.4
130478.7,442017.7
95827,435895
197399,393354
92782,464592
125214,441548
126752,441170
74905,446955
213156,460065
92772,464635
78644,450085
127171,456796
67328.5,440344.2
91241,443527
96634,438539
157536,461795
132494,397960
94303,430381
113211,484937
92764,464592
156760,465586
138441.67,428854.54
155214,430856
92748,464572
242157,486386
147923,432256
120550,481019
67402.3,440294.4
154842,384473
138117,470564
129305,400527
156721,383567
113005,400201
74401,451197
192620,551166.533
98083,449537.3
89003.2,467752.5
118939,425823
100187.2,426031.3
113767,402540
180978,586065
120391,425988
82369,450602
122803,491459
119552,464808
152287,453055
67395.6,440275.1
125819.34,504620.57
112218,515634
120471,425938
119230,425853
98077,422294
120876,423836
119738,491844
148552,489276
127875.2,480789.5
231246,431763
94523,432668
83043,436374
111986,488176
62613,442536
91770,439418
62703,442476
120165,492028
230520,557544
119346,485736
123133,483176
112097,515658
125975,483407
125891,483435
160194,497736
121503,486813
124412,483329
95506.03,442011.945
160436,498421
119812.4,492622.9
160459,499717
101968,467992.526
127785.89,484773.594
119747,493875
67402.5,440326.6
160040,498750
127848.5,480818
119802.4,483334.3
68901,426815.703
69474,426636.667
161527,498623
72183,383263.86
73942.07,451333.97
133522,455777
118636,425926
67426.5,440321.5
118578,425901
193731.09,445711.06
125564.629,428693.549
260469.151,530196.821
119862,493706
127607.6,480680.7
161165,499846
102483.45,426838.08
102113.715,426596.221
117433,426148
103278.512,427112.807
120440,485247
128982,461056
120873,491366
67285.2,440210.3
120288,491852
110716,453842
119714,485896
127664.2,480583.1
105558,476121.045
120349,485218
118156,425956
117658,425994
110539,455122
107326,458376
124155,484834
87073,453220
124472,486043
67353.3,440337.5
124307,484975
74893,450894
127608.4,480552.3
97298,431982
129632,485510
103534,473061.053
103380,472329.038
103371,472230.048
119153,494659
119916,491957
79911.2,440358.6
102373,468679.531
115572,437378
108468.1,426825.6
108345.2,426733.2
101579,467346.533
117052,438927
67377.6,440333.3
192329,450156
101448,467167.516
108530,426972
127224.8,480345.2
109648.7,426815.5
108295.6,426694.7
125199,455394
116288,437767
99568,465544.026
108347.7,426748.9
66887.9,440155.7
182080.6,514035.6
104871,430492
181081.7,514003.9
104877,430462
99268,459741
91784,456135
182327,513996.9
182827,514004.4
98380,463843.438
98131,463681.025
181318.9,514004
97996,463366.05
90801,462366
90763,462441
97371,463258.168
97630,463159.452
107460,434635
97924,462918.99
227465,487094
97806,462022.036
106348,434297
66993.3,440066.2
102508,433965
98716,432418
239944,481362
126664.8,480125.2
239721,482337
239912,481283
119190,494604
109590,435065
125733,487350
125770,487328
67000.2,440059
125819,487300
126667.5,480120.4
102798.9,433980.4
125907,487264
119457,494206
43501,413484
45712,413986
44224,413682
98483,457156.995
119345,494471
78200,383245
102985.9,434118.7
90488,454414
77876,383079
103283,470543.241
125861,480671
106701,434278
104290,471656.002
104028,471352.008
103603,470926.772
106776,434290
106660,434254
117255,486638
116684,487993
67295.9,440072.2
126660.1,480107.1
106504,434250
112038,486172
117784,491623
117818,491620
128235,481630
230832,557672
67315.5,440077.6
68524,427492.84
119249,494612
78150,383267
68314,427482.97
118584,486767
104312.8,440766.2
116662,487755
117352,487047
117440,487409
149162,490624
94404.557,429901.446
66884,438949.398
68586,427139.64
117522,487740
117596,488040
66962,439960.2
95823.128,431141
118149,487073
95799.142,431153
117876,487880
94870.159,431279
94984.544,431274
62686,390165
62947,390700
128093.3,480931.1
129935,481063
112016,485802
95908.059,431145
77782,381855
34754,387509
35440,387919
216718,464543
35013,387659
202034,385388
100028,410876
217215,464558
102638.9,468214.5
217815,464575
122189,480627
202488,384633
112058,485647
219212,464620
126743,486517
216319,464532
128124.5,480892
119600.857,468559.028
122178.45,467757.813
248633,474242
76359,434931
76438,434831
76437,434943
248631,474301
248594,474291
118953,483390
119925,483429
119837,483379
103045.4,467989.1
112078,485657
244970,462897
242061,462709
120488,475325
84536,451685
83802,450916
67121.5,440033.9
82446,430913.748
118934,483145
120997.786,467850.573
121839,484098
84455,428429.78
85437,426638.686
119582,484644
95740,449865
96749,451203
119770,474420
142036,459483
81967,431182.031
82410,430956.962
122240,484340
160975,384085
67132.5,440026.2
92847.157,430966
131387,392960
80513.3,439697.6
135279,394505
240686,462730
75601,435185
240857,467809
88147.6,448937.6
147201.9,453225.9
119151.79,420776.02
75571,435092
92746.28,430951
92834.34,430968
84918,447812.9
84841.1,447791.1
117863,491752
103157,499698.1
192173,503094
94225,410392
101299,434475
93498,464969
114545,425875
121066,483712
121095,483710
121159,483670
102021,499875.2
117461,491926
117835,491747
119840,474498
100785,434786
114832,426031
106797,434296
101708,434393
120306,484165
113228.47,487559.57
159631,380126
112992.67,487746.69
159644,380070
137470,423312
125178,420295
102037.9,499862.1
119853,474471
206429,445925
170211,401769
113461,425495
113342.69,487408.49
227182,487142
68148,441507
83965,426277.068
92598.68,430979
150398.73,440438.54
228911,486991
156529.8,548192.3
227266,487098
228661,487012
103791,474059.058
99076,465130.222
103022,470158
127100,471458
84867,426247.394
84452,426122.477
121607,492893
190766.73,575525.51
68144,441782
94370.973,428111
94896,443901
90202,437067
84275,447361
94379.083,428071
137597,396989
234971,581344
112018,486862.448
121545,492645
116372,487825
119852,474570
117406,488171
94352.1,428088
94348.026,428122
114371,492414
122603,493317
121834,492275
116295,487596
68138,441747
114398,490247
114537,490247
114577,490274
188137.05,576016.7
82820,455593
83338,453771
137667,396891
83144,454973
159709,380072
159546,380155
122974,474566
113781,490309
114185,490286
74858.247,434478.466
78421,452037
68137,441716
114247,490255
79823,454967
71616.82,437344.465
163740,496934
71323.824,437582.053
151024,415913
92841.988,430943.993
126909,475358
91819.198,430811.998
91642.296,430828.33
92027,437686
74577,453081
160971.6,390598
114569,551572.174
160949.3,390662
93721,463372
181881,510889
125485,430640.808
116240,487564
94383.591,428086
117068,488125
118163,488093
68129,441762
127309,474293
123150,483414
68435.89,439104.547
111506,553074.507
82450.519,425939
59635,386212
149415,490785
84175,436086
84132,436050
84204,436053
121464,484385
170803.919,449991
68214,441511
89372.2,458383
121916,483721
121615,483926
100083,411575
127369,474411
114117,400787
225993,517930
155786,392124
121182,484476
117801,491688
121515,484590
233182,573584
122072,483988
81944.8,455047.6
108610,458492
140536,525904
82002.8,455058.6
86896,451866
121285,486064
107540,478284
68214,441478
83135,454878
83149,454990
125450.29,514261.05
121225,486811
111764.15,427443.296
126868,434465.125
173515,583731
155913,392027
108659.073,428304.532
75042,435134.1
110742.684,427508.286
75045,435115
155881,391976
156189,391497
156285,391446
68128,441733
62156.488,442671.587
62155.495,442622.188
120840.86,516316.81
92799,464624
126427,485865
68127,441693
146901,488678
92792,464648
179261,586658
156418,391263
149593,490922
149879,491116
156534,391132
128668,480495
120471.49,516647.02
122185,479741
89298.76,458403
147481,489512
146909,488690
149329,406991
149354,406950
68117,441782
117454,491176
129883,479738
82158,450610
204104,365603
117960,491600
178947,418275
118415,490371
61093,440368
92480.22,442892.74
175312.6,514820.8
175310.1,514768
147582,489602
147574,489584
198115,442292
232868,578782
117881,490963
68116,441747
122648.57,514924.53
87033,451832
123821,491607
62372.77,442712.76
105679,447405
62066.001,442649.892
28982,385024
104419,424426
90505,411545
102323,413491
118447,490922
138458,468082
28983,385077
62126.112,442634.2
121399,500657.3
109961.25,447005.84
29014,385062
137301,456768
137149,457114
156660,559821.533
68115,441716
96426,436400
96357,436662
122821,477731
52795.44,382726.13
122273,478569
62105.108,442657.305
62132.207,442703.198
121703.09,515239.67
96410,437381
120883,492974
68162,441697
148076,489985
121869,479000
220652,553281
191939.25,575233.15
148406,490176
148601,490305
112755,490770
106693,426356
151330,413071
133461.95,503286.8
151196,413049
147545,489587
147871,489840
111851,478983
158257,389210
118187,490926
133163,447409
133230,447296
139861,441721
140351,441392
118191,490912
68162,441653
118175,490912
139471,441967
91594,441306
146556,418258
129868.6,504251.65
164425,578628
118249,490898
95250,464213
103509.72,479416.31
62101,442839.7
103605.72,479449.002
86799,446906
133572.07,454925.87
62122.8,442864.3
68161,441632
62214.5,442817
131254,422635
79637,447758
77917.48,431866.496
120891.82,512937.49
126586,486183
124791,426847
62325.9,442724.3
125614,485126
82201,450128
156556.5,550574
82222,450148
117445.1,489247.49
126630,486351
156538.6,548549.7
117483.98,489185.11
155684.5,550669.6
122886,482401
77350,434120
68144,441676
77742,431865
129049,485749
89925.23,441756.37
117782.77,489028.22
77795.596,432037.595
146387,492854
148621,490318
145027,489770
68134,441653
77354.24,434582.343
120364,492711
149120,490610
120941.29,513424.61
149071,490597
107633,478249
209400.6,376499.9
195861.8,355400.4
197113.7,355092.5
86336,453329
150181,491330
218770.46,572448.85
90578,463170
118395,491036
196384.2,355579.8
123506.8,514739.18
194585.9,353757
206030.8,371445.2
116881,491488
102743.66,454498.65
206012.1,371625.9
103172,421453
99866,438179
68120,441662
90202,437067
118161,490834
118090,490830
76023,441261
81588,454962
68119,441632
62092.3,443009.7
183764,427936
130896,421607
90574,462516
62351.83,442664.76
85050,435676
164407,578495
199771.74,577733.14
62285.4,442504
154187.6,462978.2
68106,441672
62206.8,442912.9
62140.2,442582.42
85022,435634
125169,490794
121842,485675
167215,403713
98228,464222.996
83607.4,437571
102639,403375
68245,441542
95848,430673
84177.792,440124.811
84512.162,439092.799
161400,577730
127757.2,470798.1
111228.43,521714.62
98183,464093.081
137514,449067
87291,439890
83658.935,441318.038
84546.584,438050.864
68245,441520
259671,593409
98169,463861.917
259655,593441
97889,464077.976
79294,432024
79351,432056
97587,463592.996
140600,525866
121763,485299
119405.48,508654.44
135427,447513
162900,583820
259691,593428
112928,485364
102943,469766.938
96259,454555
68225,441542
118014,490779
149825,489777
117600,491075
54858,386527
120182,485145
117858,490883
62130.96,442607.02
118919,479375
51810,380465
119180,508268.77
50799,379492
127669.149,468532.281
127667.08,469093.318
50002,379830
158730,579720
128729,492897
62140.2,442823.41
128110,492566
68225,441528
138506,442512
138318,443030
177315,571634
87101,454912
22230.73,372236.27
101706,467392.986
87942,451787
101510,467173.544
62030.61,442629.24
61945.8,442761
62075.12,442661.43
127648.239,466942.528
92515.391,430869.445
117460,479831
134921,394706
79338,431986
127570.711,466410.563
79347,431954
127604.312,464768.44
68211,441542
99967,465778.736
96315,462683.817
96087,462613.979
113711.91,530915.42
96319.335,431246.962
92319.799,431620
88538,439842
95930,462520.597
98563,464726.941
79395,431991
126935.44,429357
186559.57,576132.06
145090,488002
93838.157,440031.573
79465,432045
119392,486157
112942,490993
112147,491536
112385,491488
68191,441542
79451,432015
79474,432011
79479,432046
191708,553245
192308.367,551903
68176,441542
120050,485851
124706,479978
94443,461211.942
94739,461505.824
120922,485626
62137.3,442857.93
94928,461807.368
99499,465544.8
193385,549948.814
120855.13,513628.74
191856,553046.071
119948,485831
120906,485010
119671,469797
191635,553318.496
124030.7,454813.4
192927,550736.863
68188,441686
189263,509013
193018,550625.687
155045,389103
71019,426826
89919,449020
173187,317204
90259,406184
128379.146,428419.666
170169.574,453216
61895.097,442742.096
115829.54,510759.48
120576,481291
80460,448425
123824,486071
94350.84,426858
68214,441649
76797,435029
94653.82,427188
77721.621,432112.022
120558,481245
94814,427552
125593,489422
121910,483610
118757,485398
124921.55,514174.57
112096,487920
260675,577446
129592,484427
235915,462335
163240,427725
68240,441611
125055,486363
94903.02,428169
190513,554349.028
118777,485283
124235,486272
124268,486135
118799,485163
127649,483468
190317,554201.092
192235,551933.938
196689,501584
124201,486022
125036,486286
139089.615,484930.804
139142.031,484847.311
113592.3,474338.8
139131.437,484849.022
207048,373328
157336,424589
153856,462822
68226,441569
126359.4,479941
139113.492,484971.503
140459,463292
129301,483340
98950,434730
124289,486075
124070,485660
132452,497528
175150,319695
86961,446876
161113,505321
80539,448527
121703,484121
68220,441556
95409.8,422597.7
237220,462855
95170,464440
90711.8,437600.5
112230.3,400468.1
85558,438986
125836,531810
95750,451394
139228.279,484867.718
80761,454327
86223,453477
103894,411850
115073,538847
81586,454961
161851,506474
139130.358,485017.844
161880,506525
195363,502021
139200.753,484956.588
190802,505605
184603,575691
236720,463280
107349,405428
139222.096,484924.937
68213,441564
101075,456753
87223,430872
126212.2,479792.1
107070,405824
111756.064,425205.42
132480,497487
111749.454,425208.896
106230,408214
110231.1,425686.1
119449,485102
104159,474469
119623,486018
104253,474591
104622,475062
68266,441573
126090,479720.2
236385,463045
104774,475244
191121,504548
132468,497493
86078.3,446479.1
104885,475355
125999.4,479775
105038,475526
105382,475889
129936,479587
105981,476557
110967,397863
127588,480510
128815,479540
128976,479702
153690,462890.5
125857.3,479715.4
124323.2,479150.5
124092.8,479378
125533.2,479488.8
125037,480608
111051,397833
124250,480538
124725,480832
115437,489705
124227,503226
146601,562548
107295,426895
145654,561730
90393.887,438004.978
85373.9,456899.8
125459.8,479448
125372.8,479364.9
126819,474926
126465,474901
126396,474830
143201,559600
267055,577863
110131.7,425754.9
110998,397781
90619.993,437674.057
126231,474817
92784.3,444823
111979.12,491752.67
116895,409552
117117,514504
94622.297,440178.931
126544,474851
123790,480243
126553,474890
126790,474859
126843,474739
159013.7,464458.9
95465.505,440401
111034,397794
111004,397877
82000,444800
82058.797,444769
81235.72,447722
117849.97,498694.45
85767,427869.25
107117,428785.695
107114,428783.112
107107,428771.842
117872.9,498682.64
117911.73,499519.42
118243.56,498302.06
118246.49,499984.14
176677.5,514003.4
138692,555716
110980,397833
118490.1,500300.23
107124,428790.684
107118,428776.17
107118,428773.983
178828.1,514012.7
160679,405941
90824.1,437627
122772,427831
121297,426602
120985,426268
133605.689,454454.586
94193.9,436616.8
176675.6,514041.3
204237,450383
187980,354090
111029,397889
187883,426159.3
188328,353918
123366,420531
187889,426855.4
187861,426093.4
133460.273,454046.174
134128.387,454607.137
133744.893,454807.768
187836.5,426152.2
147079,562948
157311.7,466244
187921,426094.3
118742.56,500615.97
151240,413078
133568.847,454462.889
160414,499746
133489.795,454142.654
123833,440739
112948,488585.31
133636.809,455071.891
125711,488045
126137,487946
81995,431618
112891,489023.137
114191,489655.773
111018,397860
126021,488063
160433,499755
119956.34,501596.59
103495.62,421330.35
78053.427,431761.55
111047,397894
123544.24,502100.75
124530,486000
77360.476,433344.769
77077,434853.5
77176,434804
123599,486407
123580,485978
113097,490434
151310,413085
111592,537015
126108,487938
123429,486593
98517.53,411701.83
77362,433397
79325,432036
101673.013,434391.896
79447,431974
124318,486881
117264.56,506051.73
121629,490968
85831.7,450112.4
85841.8,450098.5
112770,485047
126034,441119
78397,450146
86583,439572
86870,446859
120192,485889
100913.67,434686.87
78675,437390
78038,439070
163665,404647.372
77105,440848
124348,486880
119972,483385
78968,447250
164255,404863.518
275449.81,574914.98
164154,404828.227
275435.41,575409.64
23250.77,380118.74
114591.63,508141.31
131806,459368
131911,459474
163432,404376.243
104610.48,526937.71
104837.55,528045.89
123125,439557
131821.52,507513.07
131918,459958
94759,437554
94742,437580
120490,486128
120527,486116
119957,483349
113189,485220
135859,455474
124288,486864
117719,491702
243860,455005
116202.06,511689.65
94734,437565
94746,437560
119345,485918
112419,480145
120521,486128
112365,480129
120555,484769
111761,480894
118972,485877
113129,485062
113513,463597
98360,407808
124319,486864
180869,429497
119151,486037
117216.98,511849.79
112162,485525
188613,437982
143600,441296
136111,442016
157282.3,466259.9
122096.2,489245
130994.8,429867.3
139791,449992
194143,502332
140084,449245
140761,447558
113630,484885
140611,447953
62413.2,390670.5
124348,486864
117677.97,511689.7
128315.5,457353.2
129667,457165
124326,486974
122895,492292
121838,493023
80544,390680
113485,485335
160892,390067.52
118931.59,511696.9
113550,485512
125444,479023
165040,404900.396
162937,403988.142
109975,435395
122662,439343
130855,457022
80184,391696
81827,445271
124329,486964
117780,477449
81937,445086
122344,479080
133640,478427
107885,500590
107790,501415
107525,500000
136206,531507
120159.55,512159.58
46192,413436
45834,414003
45505,414156
134142,444517
118412,490961
118503,491063
124998,478665
118446,490968
130141,475895
124363,486925
118310.11,506941.34
157454,502223
100261,444413
106111,456303
130662,487661
103671,489230
103909,489170
95307.2,462534.3
121806,491068
121676,490803
186760.02,430172.61
128960.21,504481.62
135179,428394
95005,445678
244541,474593
171002,486153
171297,486005
172203,487947
108360,390690
118401,490930
116760,492169
116909,491488
119388,485928
120582,485118
246151,474615
152118.657,389268.434
163470.845,377849.529
117050,491483
118409,490975
113217,485262
120570,485062
124393,486910
119880,486498
120618,486094
112125,539086
86712,452487
86050,452890
112095,538981
159828,499677
115962,483965
115937,484440
20591.7,379423.25
128636.83,504163.85
120235,486005
120518,485711
120428,485647
184692,338594
124378,486902
62284.025,442647.31
62189.998,442661.801
94852,427764
94905.01,427902
174850,592180
173740,590740
119791,485249
179150,590300
65927,418176
63760,420076
127994.19,503460
87768,451081
133430.791,453442
156947,467545
133408.099,453416
109674.64,493879
59608.97,379907.52
112123,539164
120908,485900
132484,497526
132469,497510
